fonte,categoria,campo,valor,severidade,mensagem
AMC_ITABIRA,coercao,DTMAXTOLER,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCYEAR,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,AMCYEAR,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCMON,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,AMCMON,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCWEEK,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,AMCWEEK,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCDAY,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,AMCDAY,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCDAY_DATE,object,INFO,Tipo estrutural observado
AMC_ITABIRA,dtype,AMCCALC,object,INFO,Tipo estrutural observado
AMC_ITABIRA,dtype,IMAINDI189,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI189,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI189_ACTUAL,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI189_ACTUAL,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI190,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI190,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI293,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI293,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI293_ACTUAL,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI293_ACTUAL,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI294,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI294,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,RULE1,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,RULE1,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,RULE2,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,RULE2,0,INFO,Campo constante
AMC_ITABIRA,coercao,RULE2,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,RULE3,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,RULE3,0,INFO,Campo constante
AMC_ITABIRA,coercao,RULE3,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI337,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI337,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI338,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI338,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI339,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI339,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,GRCIA_GRCI_PM_0001,object,INFO,Tipo estrutural observado
AMC_ITABIRA,dtype,OBJID_SUP,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,OBJID_SUP,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_GAR,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,OBJID_GAR,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_GER,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_GER,50759242,INFO,Campo constante
AMC_ITABIRA,coercao,OBJID_GER,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_GEG,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_GEG,50747762,INFO,Campo constante
AMC_ITABIRA,coercao,OBJID_GEG,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_DIR,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_DIR,50741292,INFO,Campo constante
AMC_ITABIRA,coercao,OBJID_DIR,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_DEX,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_DEX,50676353,INFO,Campo constante
AMC_ITABIRA,coercao,OBJID_DEX,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_CEO,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_CEO,50403760,INFO,Campo constante
AMC_ITABIRA,coercao,OBJID_CEO,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,OBJID_SUP_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,nulos,OBJID_SUP_TEXT,11997,WARNING,Campo contem valores nulos
AMC_ITABIRA,dtype,OBJID_GAR_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,dtype,OBJID_GER_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_GER_TEXT,GER LAYER MANUTENÇÃO MINA,INFO,Campo constante
AMC_ITABIRA,dtype,OBJID_GEG_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_GEG_TEXT,DIR OPERACAO ITABIRA,INFO,Campo constante
AMC_ITABIRA,dtype,OBJID_DIR_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_DIR_TEXT,DIR CORREDOR SUDESTE,INFO,Campo constante
AMC_ITABIRA,dtype,OBJID_DEX_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_DEX_TEXT,VP EXEC OPERACOES,INFO,Campo constante
AMC_ITABIRA,dtype,OBJID_CEO_TEXT,object,INFO,Tipo estrutural observado
AMC_ITABIRA,constante,OBJID_CEO_TEXT,PRESIDENCIA,INFO,Campo constante
AMC_ITABIRA,dtype,IMAINDI380,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI380,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCCALC_NA,object,INFO,Tipo estrutural observado
AMC_ITABIRA,nulos,AMCCALC_NA,4,WARNING,Campo contem valores nulos
AMC_ITABIRA,dtype,IMAINDI190_NA,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI190_NA,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,DTMAXTOLER_NA,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,DTMAXTOLER_NA,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI189_ACTUAL_NA,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI189_ACTUAL_NA,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,ORD_ATRIB,float64,INFO,Tipo estrutural observado
AMC_ITABIRA,nulos,ORD_ATRIB,56732,WARNING,Campo contem valores nulos
AMC_ITABIRA,coercao,ORD_ATRIB,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,AMCCALC_BM,object,INFO,Tipo estrutural observado
AMC_ITABIRA,nulos,AMCCALC_BM,4,WARNING,Campo contem valores nulos
AMC_ITABIRA,dtype,IMAINDI189_ACTUAL_BM,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI189_ACTUAL_BM,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI189_BM,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI189_BM,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,IMAINDI190_BM,int64,INFO,Tipo estrutural observado
AMC_ITABIRA,coercao,IMAINDI190_BM,0,INFO,Coercao numerica; amostra: []
AMC_ITABIRA,dtype,INNAM,object,INFO,Tipo estrutural observado
AMC_ITABIRA,nulos,INNAM,15739,WARNING,Campo contem valores nulos
AMC_ITABIRA,duplicidade,"CALMONTH,TPLNR",98816,WARNING,Chaves estruturais duplicadas
APR_ITABIRA,dimensao,,135729x109,INFO,Dimensao observada
APR_ITABIRA,dtype,PRIMARY_KEY_JOIN,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,PRIMARY_KEY_JOIN_WC,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,PRIMARY_KEY_JOIN_WC,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,PRIMARY_KEY_JOIN_FL,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,PRIMARY_KEY_JOIN_EQ,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,PRIMARY_KEY_JOIN_EQ,135458,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,PRIMARY_KEY_JOIN_EQ,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,PRIMARY_KEY_JOIN_FL_EQ,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,UPDATED_ON,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,YEAR,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,YEAR,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,CALMONTH,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,CALMONTH,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,CALWEEK,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,CALWEEK,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,BUKRS,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,BUKRS,1001,INFO,Campo constante
APR_ITABIRA,coercao,BUKRS,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,DIRECT_EXEC_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,DIRECTORIA_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,GRCIA_AREA_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,GRCIA_GRAL_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,SUPERV_RESPONSAVEL_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,FASE_WC_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,FASE_WC_PM_0001,5,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,EMPRESA_LD3_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,EMPRESA_LD3_PM_0001,83156,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,WC_ENG_RESP_PM_0001,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,WC_ENG_RESP_PM_0001,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,WC_ENG_RESP_PM_0001,,INFO,Campo constante
APR_ITABIRA,dtype,WERKS,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,WERKS,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,ARBPL,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,OBJID,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,OBJID,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,OBJID,,INFO,Campo constante
APR_ITABIRA,dtype,VERWE,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,VERWE,5,INFO,Campo constante
APR_ITABIRA,coercao,VERWE,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,VERAN,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,LSTAR,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,LSTAR,29437,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,NEGOCIO_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,NEGOCIO_PM_0001,9,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,CORREDOR,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,CORREDOR,9,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,COMPLEXO_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,COMPLEXO_PM_0001,9,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,FASE_FL_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,FASE_FL_PM_0001,3614,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,FASEPROD_FL_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,FASEPROD_FL_PM_0001,5288,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,EQART,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,EQART,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,RBNRX,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,RBNRX,934,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,IWERK,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IWERK,5,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,IWERK,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,TPLNR,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,TPLNR_ID,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,EQUNR,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,EQUNR,135458,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,EQUNR,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,ABCKZ_FL,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ABCKZ_FL,627,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,ABCKZ_EQ,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ABCKZ_EQ,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,ABCKZ_EQ,,INFO,Campo constante
APR_ITABIRA,dtype,ZZCRIT_FL,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ZZCRIT_FL,133352,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,ZZCRIT_FL,X,INFO,Campo constante
APR_ITABIRA,dtype,ZZCOD_RISK_FL,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ZZCOD_RISK_FL,133352,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,ZZCRIT_EQ,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ZZCRIT_EQ,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,ZZCRIT_EQ,,INFO,Campo constante
APR_ITABIRA,dtype,ZZCOD_RISK_EQ,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ZZCOD_RISK_EQ,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,ZZCOD_RISK_EQ,,INFO,Campo constante
APR_ITABIRA,dtype,KOSTL,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,KOSTL,88,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,KOSTL,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AUFNR,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AUFNR,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,VORNR,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,VORNR,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AUFPL,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AUFPL,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,APLZL,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,APLZL,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,ZOV_ARBEI,float64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,ZOV_ARBEI,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,DEVTYPE,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,DEVTYPE,34,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,DEVCODE,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,DEVCODESC,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,DEVCODESC_EN,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,RUECK,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,RUECK,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,FSAVD,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,FSAVD,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,WWSDT,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,WWSDT,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,WWFDT,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,WWFDT,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AUART,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,INGRP,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,INGRP,27665,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,INGRP,6,WARNING,"Coercao numerica; amostra: ['AVE', 'AVE', 'AVE']"
APR_ITABIRA,dtype,ILART,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,ILATX,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ILATX,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,ILATX,,INFO,Campo constante
APR_ITABIRA,dtype,KTEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,LTXA1,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,LTXA1,1172,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,LTXA2,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,LTXA2,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,LTXA2,,INFO,Campo constante
APR_ITABIRA,dtype,AUFNR_SYSSTATUS,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,AUFNR_SYSSTATUS,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,AUFNR_SYSSTATUS,,INFO,Campo constante
APR_ITABIRA,dtype,AUFNR_USERSTATUS,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,AUFNR_USERSTATUS,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,AUFNR_USERSTATUS,,INFO,Campo constante
APR_ITABIRA,dtype,AUFNR_SYSSTATUS_PT,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,AUFNR_SYSSTATUS_PT,4610,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,AUFNR_USERSTATUS_PT,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,AUFNR_USERSTATUS_PT,4610,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,AUFNR_SYSSTATUS_EN,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,AUFNR_SYSSTATUS_EN,4610,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,AUFNR_USERSTATUS_EN,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,AUFNR_USERSTATUS_EN,4610,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,LAST_USERSTATUS_PT,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,LAST_USERSTATUS_PT,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,LAST_USERSTATUS_PT,,INFO,Campo constante
APR_ITABIRA,dtype,LAST_USERSTATUS_EN,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,LAST_USERSTATUS_EN,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,LAST_USERSTATUS_EN,,INFO,Campo constante
APR_ITABIRA,dtype,DATE_LAST_USERSTATUS_PT,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,DATE_LAST_USERSTATUS_PT,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,DATE_LAST_USERSTATUS_PT,,INFO,Campo constante
APR_ITABIRA,dtype,DATE_LAST_USERSTATUS_EN,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,DATE_LAST_USERSTATUS_EN,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,DATE_LAST_USERSTATUS_EN,,INFO,Campo constante
APR_ITABIRA,dtype,ABCKZ_WO,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,ABCKZ_WO,606,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,PRIOK,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,PRIOK,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,LTRMN,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,LTRMN,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,LTRMN,,INFO,Campo constante
APR_ITABIRA,dtype,AFVV_FSAVD,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFVV_FSAVD,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFVV_FSAVZ,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFVV_FSAVZ,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFVV_FSEDD,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFVV_FSEDD,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFVV_FSEDZ,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFVV_FSEDZ,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFKO_GSTRI,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFKO_GSTRI,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFKO_GSUZI,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFKO_GSUZI,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFKO_GETRI,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFKO_GETRI,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,AFKO_GEUZI,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,AFKO_GEUZI,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,EXCLUIR_PLANTA,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,EXCLUIR_PLANTA,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,EXCLUIR_PLANTA,,INFO,Campo constante
APR_ITABIRA,dtype,PLANTA_VALIDA,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,PLANTA_VALIDA,SIM,INFO,Campo constante
APR_ITABIRA,dtype,FERRAM_PROG,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,FERRAM_PROG,CM25,INFO,Campo constante
APR_ITABIRA,dtype,IMAINDI63,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IMAINDI63,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,IMAINDI63,,INFO,Campo constante
APR_ITABIRA,dtype,IMAINDI64,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IMAINDI64,135729,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,IMAINDI64,,INFO,Campo constante
APR_ITABIRA,dtype,IMAINDI65,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IMAINDI65,32231,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,IMAINDI65,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,IMAINDI65_IAMO,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IMAINDI65_IAMO,32231,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,IMAINDI65_IAMO,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,UNID_MED,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,UNID_MED,H,INFO,Campo constante
APR_ITABIRA,dtype,GRCIA_GRCI_PM_0001,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,OBJID_SUP,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,OBJID_SUP,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_GAR,int64,INFO,Tipo estrutural observado
APR_ITABIRA,coercao,OBJID_GAR,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_GER,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_GER,50759242,INFO,Campo constante
APR_ITABIRA,coercao,OBJID_GER,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_GEG,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_GEG,50747762,INFO,Campo constante
APR_ITABIRA,coercao,OBJID_GEG,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_DIR,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_DIR,50741292,INFO,Campo constante
APR_ITABIRA,coercao,OBJID_DIR,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_DEX,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_DEX,50676353,INFO,Campo constante
APR_ITABIRA,coercao,OBJID_DEX,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_CEO,int64,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_CEO,50403760,INFO,Campo constante
APR_ITABIRA,coercao,OBJID_CEO,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,OBJID_SUP_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,OBJID_SUP_TEXT,2243,WARNING,Campo contem valores nulos
APR_ITABIRA,dtype,OBJID_GAR_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,dtype,OBJID_GER_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_GER_TEXT,GER LAYER MANUTENÇÃO MINA,INFO,Campo constante
APR_ITABIRA,dtype,OBJID_GEG_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_GEG_TEXT,DIR OPERACAO ITABIRA,INFO,Campo constante
APR_ITABIRA,dtype,OBJID_DIR_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_DIR_TEXT,DIR CORREDOR SUDESTE,INFO,Campo constante
APR_ITABIRA,dtype,OBJID_DEX_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_DEX_TEXT,VP EXEC OPERACOES,INFO,Campo constante
APR_ITABIRA,dtype,OBJID_CEO_TEXT,object,INFO,Tipo estrutural observado
APR_ITABIRA,constante,OBJID_CEO_TEXT,PRESIDENCIA,INFO,Campo constante
APR_ITABIRA,dtype,IMAINDI65_IAMO_OP,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IMAINDI65_IAMO_OP,111656,WARNING,Campo contem valores nulos
APR_ITABIRA,constante,IMAINDI65_IAMO_OP,0.0,INFO,Campo constante
APR_ITABIRA,coercao,IMAINDI65_IAMO_OP,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,IMAINDI65_IAMO_BM,float64,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,IMAINDI65_IAMO_BM,28992,WARNING,Campo contem valores nulos
APR_ITABIRA,coercao,IMAINDI65_IAMO_BM,0,INFO,Coercao numerica; amostra: []
APR_ITABIRA,dtype,INNAM,object,INFO,Tipo estrutural observado
APR_ITABIRA,nulos,INNAM,27665,WARNING,Campo contem valores nulos
